"Species_name","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Ca maritima","Ca maritima","Ca maritima","Caa","Caa","H.A.Keller & Liede","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77219233-1","Accepted",0.40042615603257,"unresolved_low_score"
"Ca rotundifolium","Ca rotundifolium","Ca rotundifolium","Caa","Caa","H.A.Keller & Liede","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77219233-1","Accepted",0.40042615603257,"unresolved_low_score"
"Callitriche stagnalis","Callitriche stagnalis","Callitriche stagnalis","Callitriche stagnalis","Callitriche stagnalis","Scop.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:430045-1","Accepted",1,"accepted_or_direct"
"Calluna vulgaris","Calluna vulgaris","Calluna vulgaris","Calluna vulgaris","Calluna vulgaris","(L.) Hull","Ericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327305-1","Accepted",1,"accepted_or_direct"
"Calystegia sepium","Calystegia sepium","Calystegia sepium","Calystegia sepium","Calystegia sepium","(L.) R.Br.","Convolvulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30033025-2","Accepted",1,"accepted_or_direct"
"Calystegia soldanella","Calystegia soldanella","Calystegia soldanella","Calystegia soldanella","Calystegia soldanella","(L.) Roem. & Schult.","Convolvulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:265700-1","Accepted",1,"accepted_or_direct"
"Campanula arvatica","Campanula arvatica","Campanula arvatica","Campanula arvatica","Campanula arvatica","Lag.","Campanulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:139933-1","Accepted",1,"accepted_or_direct"
"Campanula glomerata","Campanula glomerata","Campanula glomerata","Campanula glomerata","Campanula glomerata","L.","Campanulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:140364-1","Accepted",1,"accepted_or_direct"
"Campanula rapunculus","Campanula rapunculus","Campanula rapunculus","Campanula rapunculus","Campanula rapunculus","L.","Campanulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:140952-1","Accepted",1,"accepted_or_direct"
"Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","L.","Campanulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30036649-2","Accepted",1,"accepted_or_direct"
"Campanula scheuchzeri","Campanula scheuchzeri","Campanula scheuchzeri","Campanula scheuchzeri","Campanula scheuchzeri","Vill.","Campanulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:141057-1","Accepted",1,"accepted_or_direct"
"Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","(L.) Medik.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30092589-2","Accepted",1,"accepted_or_direct"
"Car vulgaris","Car vulgaris","Car vulgaris","Caa","Caa","H.A.Keller & Liede","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77219233-1","Accepted",0.40042615603257,"unresolved_low_score"
"Cardamine flexuosa","Cardamine flexuosa","Cardamine flexuosa","Cardamine flexuosa","Cardamine flexuosa","With.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:45189-2","Accepted",1,"accepted_or_direct"
"Cardamine impatiens","Cardamine impatiens","Cardamine impatiens","Cardamine impatiens","Cardamine impatiens","L.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280391-1","Accepted",1,"accepted_or_direct"
"Cardamine raphanifolia","Cardamine raphanifolia","Cardamine raphanifolia","Cardamine raphanifolia","Cardamine raphanifolia","Pourr.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280612-1","Accepted",1,"accepted_or_direct"
"Carex asturica","Carex asturica","Carex asturica","Carex asturica","Carex asturica","Boiss.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298685-1","Accepted",1,"accepted_or_direct"
"Carex binervis","Carex binervis","Carex binervis","Carex binervis","Carex binervis","Sm.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298837-1","Accepted",1,"accepted_or_direct"
"Carex caryophyllea","Carex caryophyllea","Carex caryophyllea","Carex caryophyllea","Carex caryophyllea","Latourr.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324492-2","Accepted",1,"accepted_or_direct"
"Carex divulsa","Carex divulsa","Carex divulsa","Carex divulsa","Carex divulsa","Stokes","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:299519-1","Accepted",1,"accepted_or_direct"
"Carex echinata","Carex echinata","Carex echinata","Carex echinata","Carex echinata","Murray","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:46120-2","Accepted",1,"accepted_or_direct"
"Carex equinata","Carex equinata","Carex equinata","Carex quinata","Carex cespitosa","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77237329-1","Synonym",0.97922049354994,"synonym_to_accepted"
"Carex extensa","Carex extensa","Carex extensa","Carex extensa","Carex extensa","Gooden.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:299690-1","Accepted",1,"accepted_or_direct"
"Carex flacca","Carex flacca","Carex flacca","Carex flacca","Carex flacca","Schreb.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:299756-1","Accepted",1,"accepted_or_direct"
"Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Carex lepidocarpa","Tausch","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:46508-2","Accepted",1,"accepted_or_direct"
"Carex leporina","Carex leporina","Carex leporina","Carex leporina","Carex leporina","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300627-1","Accepted",1,"accepted_or_direct"
"Carex nigra","Carex nigra","Carex nigra","Carex nigra","Carex nigra","(L.) Reichard","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30066383-2","Accepted",1,"accepted_or_direct"
"Carex nigra NO PUEDE HABER C. NIGRA AQUÍ","Carex nigra NO PUEDE HABER C. NIGRA AQUÍ","Carex nigra NO PUEDE HABER C. NIGRA AQUÍ",NA,NA,NA,NA,NA,NA,NA,"unresolved_no_match"
"Carex palustris CF","Carex palustris","Carex palustris","Carex palustris","Carex acutiformis","Ehrh.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77237440-1","Synonym",1,"synonym_to_accepted"
"Carex panicea","Carex panicea","Carex panicea","Carex panicea","Carex panicea","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301423-1","Accepted",1,"accepted_or_direct"
"Carex panicia","Carex panicia","Carex panicia","Carex panicea","Carex panicea","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301423-1","Accepted",0.9752518865735,"accepted_or_direct"
"Carex pendula","Carex pendula","Carex pendula","Carex pendula","Carex pendula","Huds.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301492-1","Accepted",1,"accepted_or_direct"
"Carex pulicaris","Carex pulicaris","Carex pulicaris","Carex pulicaris","Carex pulicaris","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301806-1","Accepted",1,"accepted_or_direct"
"Carex punctata","Carex punctata","Carex punctata","Carex punctata","Carex punctata","Gaudin","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301815-1","Accepted",1,"accepted_or_direct"
"Carex remota","Carex remota","Carex remota","Carex remota","Carex remota","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301911-1","Accepted",1,"accepted_or_direct"
"Carex rostrata","Carex rostrata","Carex rostrata","Carex rostrata","Carex rostrata","Stokes","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302002-1","Accepted",1,"accepted_or_direct"
"Carex sempervirens","Carex sempervirens","Carex sempervirens","Carex sempervirens","Carex sempervirens","Vill.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302193-1","Accepted",1,"accepted_or_direct"
"Carex silvatica","Carex silvatica","Carex silvatica","Carex sylvatica","Carex sylvatica","Huds.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302516-1","Accepted",0.98210117101673,"accepted_or_direct"
"Carex sp","Carex","Carex","Carex","Carex","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330029-2","Accepted",1,"accepted_or_direct"
"Carex spicata","Carex spicata","Carex spicata","Carex spicata","Carex spicata","Huds.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302345-1","Accepted",1,"accepted_or_direct"
"Carex sylvatica","Carex sylvatica","Carex sylvatica","Carex sylvatica","Carex sylvatica","Huds.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302516-1","Accepted",1,"accepted_or_direct"
"Carex vinervis","Carex vinervis","Carex vinervis","Carex binervis","Carex binervis","Sm.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298837-1","Accepted",0.97922049354994,"accepted_or_direct"
"Carhtamus lanatus cf","Carhtamus lanatus","Carhtamus lanatus","Carthamus lanatus","Phonus lanatus","(L.) Hill","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:189503-1","Synonym",0.98210117101673,"synonym_to_accepted"
"Carlina acaulis","Carlina acaulis","Carlina acaulis","Carlina acaulis","Carlina acaulis","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:189213-1","Accepted",1,"accepted_or_direct"
"Carum verticilatum","Carum verticilatum","Carum verticilatum","Carum verticillatum","Trocdaris verticillata","(L.) Raf.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:839879-1","Synonym",0.98850510141534,"synonym_to_accepted"
"Castanea sativa","Castanea sativa","Castanea sativa","Castanea sativa","Castanea sativa","Mill.","Fagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295349-1","Accepted",1,"accepted_or_direct"
"Catapodium rigidum","Catapodium rigidum","Catapodium rigidum","Catapodium rigidum","Catapodium rigidum","(L.) C.E.Hubb.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:395167-1","Accepted",1,"accepted_or_direct"
"Ce eritrea","Ce eritrea","Ce eritrea","[No match found]","","","","","",NA,"unresolved_no_match"
"Ce melitensis","Ce melitensis","Ce melitensis","[No match found]","","","","","",NA,"unresolved_no_match"
"Ce nigra","Ce nigra","Ce nigra","[No match found]","","","","","",NA,"unresolved_no_match"
"Ce puichelum","Ce puichelum","Ce puichelum","[No match found]","","","","","",NA,"unresolved_no_match"
"Ce ruber","Ce ruber","Ce ruber","[No match found]","","","","","",NA,"unresolved_no_match"
"Centaurea nigra","Centaurea nigra","Centaurea nigra","Centaurea nigra","Centaurea nigra","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191100-1","Accepted",1,"accepted_or_direct"
"Centaurea scabiosa","Centaurea scabiosa","Centaurea scabiosa","Centaurea scabiosa","Centaurea scabiosa","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191521-1","Accepted",1,"accepted_or_direct"
"Centranthus ruber","Centranthus ruber","Centranthus ruber","Centranthus ruber","Valeriana rubra","L.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:859275-1","Synonym",1,"synonym_to_accepted"
"Cerastium diffusum","Cerastium diffusum","Cerastium diffusum","Cerastium diffusum","Cerastium diffusum","Pers.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152210-1","Accepted",1,"accepted_or_direct"
"Cerastium fontanum","Cerastium fontanum","Cerastium fontanum","Cerastium fontanum","Cerastium fontanum","Baumg.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152255-1","Accepted",1,"accepted_or_direct"
"Cerastium ramosissimum","Cerastium ramosissimum","Cerastium ramosissimum","Cerastium ramosissimum","Cerastium ramosissimum","Boiss.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152567-1","Accepted",1,"accepted_or_direct"
"Ceratocapnoa spicata","Ceratocapnoa spicata","Ceratocapnoa spicata","Ceratocapnos","Ceratocapnos","Durieu","Papaveraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:31635-1","Accepted",0.49839965975443,"unresolved_low_score"
"Chaenorinum oroganifolium","Chaenorinum oroganifolium","Chaenorinum oroganifolium","Chaenorhinum origanifolium","Chaenorhinum origanifolium","(L.) Kostel.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:801402-1","Accepted",0.97107314963247,"accepted_or_direct"
"Chaenorrinum origanifolium","Chaenorrinum origanifolium","Chaenorrinum origanifolium","Chaenorhinum origanifolium","Chaenorhinum origanifolium","(L.) Kostel.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:801402-1","Accepted",0.98737368185461,"accepted_or_direct"
"Chaerophyllum aureum","Chaerophyllum aureum","Chaerophyllum aureum","Chaerophyllum aureum","Chaerophyllum aureum","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:840142-1","Accepted",1,"accepted_or_direct"
"Chenopodium album","Chenopodium album","Chenopodium album","Chenopodium album","Chenopodium album","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:55993-2","Accepted",1,"accepted_or_direct"
"Chenopodium bonus-enricus","Chenopodium bonus-enricus","Chenopodium bonus-enricus","Chenopodium bonus-henricus","Blitum bonus-henricus","(L.) Rchb.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30117327-2","Accepted",0.98945108257249,"accepted_or_direct"
"Chlo comosum","Chlo comosum","Chlo comosum","Chlora","Blackstonia","Huds.","Gentianaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16498-1","Synonym",0.40042615603257,"unresolved_low_score"
"Chrithmum maritimum","Chrithmum maritimum","Chrithmum maritimum","Crithmum maritimum","Crithmum maritimum","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:840827-1","Accepted",0.98210117101673,"accepted_or_direct"
"Chrys oppositifolium","Chrys oppositifolium","Chrys oppositifolium","Chrysa","Coptis","Salisb.","Ranunculaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:33096-1","Synonym",0.48720303580637,"unresolved_low_score"
"Chrysosplenium oppositifolium","Chrysosplenium oppositifolium","Chrysosplenium oppositifolium","Chrysosplenium oppositifolium","Chrysosplenium oppositifolium","L.","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:790635-1","Accepted",1,"accepted_or_direct"
"Ci equinatus","Ci equinatus","Ci equinatus","[No match found]","","","","","",NA,"unresolved_no_match"
"Ci palustris CF","Ci palustris","Ci palustris","[No match found]","","","","","",NA,"unresolved_no_match"
"Cicerbita plumieri","Cicerbita plumieri","Cicerbita plumieri","Cicerbita plumieri","Cicerbita plumieri","(L.) Kirschl.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:194479-1","Accepted",1,"accepted_or_direct"
"Circaea lutetiana","Circaea lutetiana","Circaea lutetiana","Circaea lutetiana","Circaea lutetiana","L.","Onagraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:611469-1","Accepted",1,"accepted_or_direct"
"Cirsium arvense","Cirsium arvense","Cirsium arvense","Cirsium arvense","Cirsium arvense","(L.) Scop.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:195034-1","Accepted",1,"accepted_or_direct"
"Cirsium eriophorum","Cirsium eriophorum","Cirsium eriophorum","Cirsium eriophorum","Lophiolepis eriophora","(L.) Del Guacchio, Bureš, Iamonico & P.Caputo","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:195318-1","Synonym",1,"synonym_to_accepted"
"Cirsium filipendulum","Cirsium filipendulum","Cirsium filipendulum","Cirsium filipendulum","Cirsium filipendulum","Lange","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:195347-1","Accepted",1,"accepted_or_direct"
"Cirsium palustre","Cirsium palustre","Cirsium palustre","Cirsium palustre","Cirsium palustre","(L.) Scop.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:195790-1","Accepted",1,"accepted_or_direct"
"Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","(Savi) Ten.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:196191-1","Accepted",1,"accepted_or_direct"
"Cistus salviifolius","Cistus salviifolius","Cistus salviifolius","Cistus salviifolius","Cistus salviifolius","L.","Cistaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168475-1","Accepted",1,"accepted_or_direct"
"Clematis vitalba","Clematis vitalba","Clematis vitalba","Clematis vitalba","Clematis vitalba","L.","Ranunculaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319145-2","Accepted",1,"accepted_or_direct"
"Clinopodium vulgare","Clinopodium vulgare","Clinopodium vulgare","Clinopodium vulgare","Clinopodium vulgare","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:61206-2","Accepted",1,"accepted_or_direct"
"Co arvensis","Co arvensis","Co arvensis","[No match found]","","","","","",NA,"unresolved_no_match"
